Goods and Services Tax  - IMS
9A - Amended B2B Invoices
Recipient GSTIN,Trade/Legal Name,Original Invoice Number,Original Invoice Date,Revised Invoice Number,Revised Invoice Date,Revised Invoice Type,Total Invoice Value (₹),Total Taxable Value (₹),Integrated Tax (₹),Central Tax (₹),State/UT Tax (₹),Cess (₹),Return Period,Reported in Form,Status,Remarks by Recipient
37AABCG4164H1ZN,GAC SHIPPING (INDIA) PRIVATE LIMITED,VZN/NV/00787/25,17/11/2025,VZN/NV/00787/25,17/11/2025,Regular,9440,8000,0,720,720,0,12/2025,GSTR-1/IFF,Rejected,cancelled by credit note
