Goods and Services Tax  - IMS
"4A, 4B, 6B, 6C - B2B, SEZ, DE Invoices"
Recipient GSTIN,Trade/Legal Name,Invoice Number,Invoice Date,Invoice Type,Total Invoice Value (₹),Total Taxable Value (₹),Integrated Tax (₹),Central Tax (₹),State/UT Tax (₹),Cess (₹),Return Period,Reported in Form,Status,Remarks by Recipient
19AAGCJ1755Q1ZV,J M BAXI MARINE SERVICES PRIVATE LIMITED,CAL/NV/00075/26,10/04/2026,Regular,826,700,0,63,63,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAGCJ1755Q1ZV,J M BAXI MARINE SERVICES PRIVATE LIMITED,CAL/NV/00077/26,10/04/2026,Regular,767,650,0,58.5,58.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAGCJ1755Q1ZV,J M BAXI MARINE SERVICES PRIVATE LIMITED,CAL/NV/00228/26,27/04/2026,Regular,165,140,0,12.6,12.6,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAICG0423E1ZY,GSTP (HFS) PRIVATE LIMITED,CAL/NV/00201/26,24/04/2026,Regular,3540,3000,0,270,270,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAICG0423E1ZY,GSTP (HFS) PRIVATE LIMITED,CAL/NV/00188/26,23/04/2026,Regular,3540,3000,0,270,270,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAICG0423E1ZY,GSTP (HFS) PRIVATE LIMITED,CAL/NV/00144/26,17/04/2026,Regular,3540,3000,0,270,270,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAICG0423E1ZY,GSTP (HFS) PRIVATE LIMITED,CAL/NV/00011/26,02/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,HLD/NV/00095/26,30/04/2026,Regular,1652,1400,0,126,126,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00002/26,01/04/2026,Regular,2006,1700,0,153,153,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00266/26,30/04/2026,Regular,7493,6350,0,571.5,571.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00264/26,30/04/2026,Regular,63779,54050,0,4864.5,4864.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00265/26,30/04/2026,Regular,82010,69500,0,6255,6255,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,HLD/NV/00091/26,30/04/2026,Regular,12390,10500,0,945,945,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,HLD/NV/00094/26,30/04/2026,Regular,17110,14500,0,1305,1305,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00262/26,30/04/2026,Regular,24780,21000,0,1890,1890,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,CAL/NV/00263/26,30/04/2026,Regular,49619,42050,0,3784.5,3784.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,HLD/NV/00092/26,30/04/2026,Regular,32214,27300,0,2457,2457,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCM4693D1Z5,MAERSK A/S,HLD/NV/00093/26,30/04/2026,Regular,9204,7800,0,702,702,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00083/26,13/04/2026,Regular,897,760,0,68.4,68.4,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00048/26,08/04/2026,Regular,94,80,0,7.2,7.2,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00037/26,07/04/2026,Regular,89,75,0,6.75,6.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00049/26,08/04/2026,Regular,283,240,0,21.6,21.6,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00206/26,25/04/2026,Regular,183,155,0,13.95,13.95,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00232/26,28/04/2026,Regular,189,160,0,14.4,14.4,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00107/26,13/04/2026,Regular,189,160,0,14.4,14.4,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00126/26,17/04/2026,Regular,94,80,0,7.2,7.2,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00219/26,27/04/2026,Regular,183,155,0,13.95,13.95,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAJCP0051C1ZS,PAREKH MARINE SERVICES PVT LTD,CAL/NV/00245/26,30/04/2026,Regular,1328,1125,0,101.25,101.25,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAKCC0058R1Z2,CENTURY INFRA LIMITED,CAL/NV/00032/26,06/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAKCC2504Q1Z9,CENTURY PORTS LIMITED,CAL/NV/00230/26,27/04/2026,Regular,566400,480000,0,43200,43200,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAKCK8188L1ZJ,KANODIA MINERALS & CHEMICAL PRIVATE LIMITED,CAL/NV/00117/26,16/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAKCK8188L1ZJ,KANODIA MINERALS & CHEMICAL PRIVATE LIMITED,CAL/NV/00003/26,01/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAMCA1246R1Z2,AEGIS VOPAK TERMINALS LIMITED,HLD/NV/00011/26,09/04/2026,Regular,2596,2200,0,198,198,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAMCA1246R1Z2,AEGIS VOPAK TERMINALS LIMITED,HLD/NV/00012/26,09/04/2026,Regular,2596,2200,0,198,198,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AANCS8315E1Z2,SAPCO BITUMEN COMPANY LTD.,HLD/NV/00072/26,26/04/2026,Regular,5504,4664,0,419.76,419.76,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAOCS2888M1ZA,SHREE SHYAM INORGANICS PVT. LTD.,CAL/NV/00093/26,13/04/2026,Regular,14066,11920,0,1072.8,1072.8,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAOCS2888M1ZA,SHREE SHYAM INORGANICS PVT. LTD.,HLD/NV/00024/26,10/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAOCS2888M1ZA,SHREE SHYAM INORGANICS PVT. LTD.,HLD/NV/00055/26,21/04/2026,Regular,11139,9440,0,849.6,849.6,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAOCS2888M1ZA,SHREE SHYAM INORGANICS PVT. LTD.,CAL/NV/00270/26,30/04/2026,Regular,8837,7488.74,0,673.99,673.99,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAOCS4251J1ZV,SUNDREX OIL COMPANY LIMITED,CAL/NV/00157/26,21/04/2026,Regular,9700,8220,0,739.8,739.8,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAPFG0967K1ZR,GK SHIPPING & LOGISTICS CO,CAL/NV/00190/26,23/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00045/26,08/04/2026,Regular,277,235,0,21.15,21.15,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00017/26,04/04/2026,Regular,1328,1125,0,101.25,101.25,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00018/26,04/04/2026,Regular,1221,1035,0,93.15,93.15,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00046/26,08/04/2026,Regular,561,475,0,42.75,42.75,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00047/26,08/04/2026,Regular,1109,940,0,84.6,84.6,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00218/26,27/04/2026,Regular,360,305,0,27.45,27.45,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00109/26,14/04/2026,Regular,1664,1410,0,126.9,126.9,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00016/26,04/04/2026,Regular,5853,4960,0,446.4,446.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00148/26,18/04/2026,Regular,920,780,0,70.2,70.2,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00012/26,02/04/2026,Regular,814,690,0,62.1,62.1,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00125/26,17/04/2026,Regular,1682,1425,0,128.25,128.25,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00233/26,28/04/2026,Regular,2189,1855,0,166.95,166.95,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00057/26,09/04/2026,Regular,466,395,0,35.55,35.55,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,HLD/NV/00029/26,13/04/2026,Regular,1888,1600,0,144,144,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00031/26,06/04/2026,Regular,7458,6320,0,568.8,568.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00079/26,10/04/2026,Regular,2254,1910,0,171.9,171.9,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00185/26,23/04/2026,Regular,189,160,0,14.4,14.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00063/26,10/04/2026,Regular,1416,1200,0,108,108,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00186/26,23/04/2026,Regular,1457,1235,0,111.15,111.15,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00243/26,30/04/2026,Regular,3475,2945,0,265.05,265.05,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00207/26,25/04/2026,Regular,1741,1475,0,132.75,132.75,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00151/26,20/04/2026,Regular,566,480,0,43.2,43.2,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAYCS1374C1ZY,SEABRIDGE MARINE AGENCIES PRIVATE LIMITED,CAL/NV/00244/26,30/04/2026,Regular,372,315,0,28.35,28.35,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19ABACS5665D1Z8,SHREESHYAM OLEO CHEMICALS PRIVATE LIMITED,CAL/NV/00092/26,13/04/2026,Regular,20296,17199.78,0,1547.98,1547.98,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABBCS5148J1Z0,SENORITA FLORAL DECORATIVA PRIVATE LIMITED,CAL/NV/00152/26,20/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABBCS5148J1Z0,SENORITA FLORAL DECORATIVA PRIVATE LIMITED,CAL/NV/00024/26,04/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABFFS4341C1ZC,SHREE SHYAM INDUSTRIAL CORPORATION,CAL/NV/00094/26,13/04/2026,Regular,5947,5040,0,453.6,453.6,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABFFS4341C1ZC,SHREE SHYAM INDUSTRIAL CORPORATION,CAL/NV/00271/26,30/04/2026,Regular,8260,7000,0,630,630,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00021/26,04/04/2026,Regular,236,200,0,18,18,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00020/26,04/04/2026,Regular,236,200,0,18,18,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00127/26,17/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00022/26,04/04/2026,Regular,354,300,0,27,27,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00019/26,04/04/2026,Regular,236,200,0,18,18,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00053/26,08/04/2026,Regular,472,400,0,36,36,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00052/26,08/04/2026,Regular,590,500,0,45,45,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00064/26,10/04/2026,Regular,236,200,0,18,18,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00051/26,08/04/2026,Regular,472,400,0,36,36,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00050/26,08/04/2026,Regular,472,400,0,36,36,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ABPCS1693A1Z3,SLL INTEGRATED LOGISTICS PRIVATE LIMITED,CAL/NV/00268/26,30/04/2026,Regular,236,200,0,18,18,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19ARVPR0477N1ZN,R P INTERNATIONAL,CAL/NV/00104/26,13/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
20AAACJ8324R1ZD,M/S JALAN CARBONS & CHEMICALS PVT. LTD.,CAL/NV/00226/26,27/04/2026,Regular,49352,41823.74,7528.27,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
20AAACU2339M3ZF,M/S USHA MARTIN LTD.(W.R.S.P. DIVISION),CAL/NV/00216/26,25/04/2026,Regular,2124,1800,324,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
20AAACU2339M3ZF,M/S USHA MARTIN LTD.(W.R.S.P. DIVISION),CAL/NV/00229/26,27/04/2026,Regular,2124,1800,324,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AAACH7475H1ZO,HIMADRI SPECIALITY CHEMICAL LIMITED,CAL/NV/00256/26,30/04/2026,Regular,14573,12350,2223,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AAACH7475H1ZO,HIMADRI SPECIALITY CHEMICAL LIMITED,CAL/NV/00254/26,30/04/2026,Regular,15896,13470.87,2424.76,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AAACJ7097D1ZS,JINDAL STEEL LIMITED,HLD/NV/00065/26,25/04/2026,Regular,29500,25000,4500,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AAACJ7097D1ZS,JINDAL STEEL LIMITED,CAL/NV/00035/26,06/04/2026,Regular,13216,11200,2016,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AAACJ7097D1ZS,JINDAL STEEL LIMITED,CAL/NV/00159/26,21/04/2026,Regular,16166,13700,2466,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AACCG3875C1Z1,M/s NAGREEKA HYDROCARBONS PRIVATE LIMITED,CAL/NV/00255/26,30/04/2026,Regular,14160,12000,2160,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
21AANFD5768P1ZS,SRI DURGA IMPEX & LOGISTICS,CAL/NV/00221/26,27/04/2026,Regular,1180,1000,180,0,0,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
22AAACH7475H1ZM,HIMADRI SPECIALITY CHEMICAL LIMITED,CAL/NV/00251/26,30/04/2026,Regular,17856,15132.11,2723.78,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
22AAICN9722D1ZM,NEXXUS CARBON PRIVATE LIMITED,CAL/NV/00252/26,30/04/2026,Regular,14160,12000,2160,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
22ABICS3967Q1ZL,SUPREME SYNTH SPECIALITIES PRIVATE LIMITED,CAL/NV/00253/26,30/04/2026,Regular,14160,12000,2160,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAACP5019K1ZD,PANDI CORRESPONDENTS PRIVAT LIMITED,HLD/NV/00097/26,30/04/2026,Regular,79650,67500,12150,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAGCS4195R1ZF,SEVEN ISLANDS SHIPPING LIMITED,HLD/NV/00027/26,11/04/2026,Regular,7080,6000,1080,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAGFI9445P1ZK,INVENTRIA ENGINEERING SOLUTIONS LLP,HLD/NV/00047/26,18/04/2026,Regular,7080,6000,1080,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAHCG4357J1ZA,GHUMLI SHIPPING AGENTS PRIVATE LIMITED,CAL/NV/00015/26,02/04/2026,Regular,4130,3500,630,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAHCG4357J1ZA,GHUMLI SHIPPING AGENTS PRIVATE LIMITED,CAL/NV/00014/26,02/04/2026,Regular,1033,875,157.5,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00261/26,30/04/2026,Regular,24662,20900,3762,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,HLD/NV/00089/26,30/04/2026,Regular,24391,20670,3720.6,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,HLD/NV/00090/26,30/04/2026,Regular,53843,45630,8213.4,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,HLD/NV/00088/26,30/04/2026,Regular,28993,24570,4422.6,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00259/26,30/04/2026,Regular,147417,124930,22487.4,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00257/26,30/04/2026,Regular,79503,67375,12127.5,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00258/26,30/04/2026,Regular,62652,53095,9557.1,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00001/26,01/04/2026,Regular,2608,2210,397.8,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,CAL/NV/00260/26,30/04/2026,Regular,116354,98605,17748.9,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
27AAJCM4693D2Z7,MAERSK A/S,HLD/NV/00087/26,30/04/2026,Regular,21600,18305,3294.9,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
37AACCA4152E1Z2,M/S AKIN CHEMICALS PVT LTD,HLD/NV/00033/26,13/04/2026,Regular,23010,19500,3510,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
37AACCA4152E1Z2,M/S AKIN CHEMICALS PVT LTD,HLD/NV/00078/26,27/04/2026,Regular,23010,19500,3510,0,0,0,04/2026,GSTR-1/IFF,No Action,No remarks available
